,Person,Responsibility,imdbID
52491,Edith Sommer,additional scenes,tt0038537
52492,Charles Schnee,additional scenes,tt0038537
52493,Frank Roland Conklin,scenario,tt0484594
52494,Andrew J. Fenady,novel,tt0081110
52495,Andrew J. Fenady,screenplay,tt0081110
52496,François Boyer,novel,tt0056892
52497,François Boyer,adaptation,tt0056892
52498,Henrik Ibsen,play,tt0075430
52499,Hans W. Geissendörfer,screenplay,tt0075430
52500,Gunther Witte,dramaturgue,tt0075430
52501,William Saroyan,Pulitzer Prize play,tt0040884
52502,Nathaniel Curtis,adapted for the screen,tt0040884
52503,Al Christie,scenario,tt0328634
52504,Louis Vittes,screenplay,tt0162999
52505,Joseph Farnham,titles,tt0019571
52506,A.P. Younger,story and scenario,tt0019571
52507,Arthur Conan Doyle,"short story ""The Adventure of the Blue Carbuncle"" from volume ""The Adventures of Sherlock Holmes""",tt0284153
52508,Rafael Bernal,story,tt0030294
52509,Daniel Castañeda,adaptation,tt0030294
52510,Carlos León,story,tt0030294
52511,Carlos Rivas Larrauri,dialogue,tt0030294
52512,Eugene O'Neill,play,tt4146210
52513,August Strindberg,play,tt0164601
52514,Remu Aoki,screenplay,tt0478445
52515,Masami Ôbari,creator,tt0478445
52516,Myrna Kostash,original story and screenplay,tt0237808
52517,Dave Drabik,writing supervisor,tt1556542
52518,Sunil Sadarangani,screenplay,tt2831494
52519,Thibault Guerin,screenplay,tt2831494
52520,Magali Lerbey,screenplay,tt2831494
52521,Devery Freeman,screenplay,tt0049120
52522,William Kozlenko,original story,tt0049120
52523,László Kardos,original story,tt0049120
52524,Janette Anderson,book,tt2606114
52525,Clarence Upson Young,original screenplay,tt0035124
52526,Denis Gaer,original idea,tt1418910
52527,Timothy Gaer,script writer,tt1418910
52528,James Thursday,story,tt3810642
52529,Giles Boden,script writer,tt3280516
52530,Walt Hoban,comic strip Jerry on the Job,tt0147665
52531,James Rubel,book,tt0131478
52532,Luke Wright,poems,tt1461426
52533,Charles Hoffman,screen play,tt0043141
52534,Frank Tashlin,additional dialogue,tt0043141
52535,Ian McLellan Hunter,story,tt0043141
52536,Hugo Butler,story,tt0043141
52537,Roy L. McCardell,story,tt0004265
52538,Alexander Isaiah Thomas,contributing writer,tt2103210
52539,Umberto Lenzi,screenplay,tt0134457
52540,Umberto Lenzi,story,tt0134457
52541,Jaime Avilés,with the collaboration of,tt0106742
52542,José Joaquín Blanco,with the collaboration of,tt0106742
52543,Paul Leduc,screenplay and original story,tt0106742
52544,Fernando Luján,additional sketch,tt0106742
52545,Héctor Ortega,with the collaboration of,tt0106742
52546,Pedro Rivera,with the collaboration of,tt0106742
52547,Juan Tovar,with the collaboration of,tt0106742
52548,Gregory Scherick,screenplay,tt0095730
52549,Gregory Scherick,story,tt0095730
52550,Kiumars Poorahmad,screenplay,tt1431314
52551,Scott Darling,story,tt0016391
52552,Hans Christian Andersen,fairy tale,tt4674540
52553,Barbara Euphan Todd,adaptation,tt4674540
52554,Bill Barret,screenplay,tt0212042
52555,Winston Graham,novel,tt0212042
52556,J. Grubb Alexander,scenario,tt0131011
52557,Bernardo Élis,novel,tt0084134
52558,Hedia Anvar,story,tt3087098
52559,Per Anders Fogelström,novel,tt0074905
52560,Wayne Smith,novel,tt0115610
52561,Eric Red,screenplay,tt0115610
52562,Andrew Davis,story,tt0114536
52563,Teresa Tucker-Davies,story,tt0114536
52564,Frank Ray Perilli,story,tt0114536
52565,Andrew Davis,screenplay,tt0114536
52566,Lee Blessing,screenplay,tt0114536
52567,Jeanne Blake,screenplay,tt0114536
52568,Terry Kahn,screenplay,tt0114536
52569,Pedro Baptista,screenplay,tt1495680
52570,Erik Larson,screenwriter,tt0275477
52571,Jo-Anne Brechin,screenplay,tt1815615
52572,AAV Creative Unit,story,tt0066151
52573,Godfrey Ho,screenplay,tt0066151
52574,Godfrey Ho,story developed by,tt0066151
52575,John Wagner,graphic novel,tt0399146
52576,Vince Locke,graphic novel,tt0399146
52577,Josh Olson,screenplay,tt0399146
52578,Katharine Newlin Burt,story,tt0017689
52579,Joseph Farnham,titles,tt0017689
52580,Andrew Whalen,story,tt2461246
52581,O. Henry,story,tt0168520
52582,Harry Edwards,story & screenplay,tt0166511
52583,Elwood Ullman,screenplay,tt0166511
52584,Karen Hemmerle,screenplay,tt4758160
52585,Darla Rae,original story,tt4758160
52586,Jacquelyn Layke,screenplay,tt5129504
52587,Misa Yamamura,based on the novel by,tt2008446
52588,Hiroshi Nagano,teleplay,tt2008446
52589,Barnard Steele,story,tt3659528
52590,Robert Ardrey,screenplay,tt0053453
52591,Tom Lea,novel,tt0053453
52592,Sam Feuer,story,tt1344317
52593,Dan Katzir,story,tt1344317
52594,Patricia Highsmith,novel,tt0108392
52595,Akira Toriyama,manga,tt2673416
52596,Akira Toriyama,original author,tt2673416
52597,Yûsuke Watanabe,screenplay,tt2673416
52598,Michael Maltese,story,tt0041661
52599,Ruth Harkness,book,tt0255055
52600,Paul Andersen,screen story,tt0255055
52601,John Wilcox,screen story,tt0255055
52602,Jeanne Rosenberg,screen story,tt0255055
52603,Paul Andersen,screenplay,tt0255055
52604,John Wilcox,screenplay,tt0255055
52605,Jeanne Rosenberg,screenplay,tt0255055
52606,Margaret Mazzantini,novel,tt1396226
52607,Sergio Castellitto,screenplay,tt1396226
52608,Margaret Mazzantini,screenplay,tt1396226
52609,Jill Monroe,"Harlequin novel ""Naked Pursuit""",tt6912586
52610,Rachel B. Kaur,script,tt0350677
52611,Raj. A. Pillai,story,tt0350677
52612,Khur Sheed. A. Shah,script,tt0350677
52613,V.S. Subra,script,tt0350677
52614,Zachary Moore,story,tt2233945
52615,Andrey Konchalovskiy,from an original idea by,tt0997280
52616,M. Sean McManus,additional,tt0481028
52617,Laurence Housman,play,tt4062776
52618,Lance Izumi,original idea,tt1496818
52619,Nicholas Tucker,adaptation,tt1496818
52620,Owen Davis,play,tt0007573
52621,Maurice Tourneur,scenario,tt0007573
52622,John Jalandoni,story,tt2595074
52623,Chris Lockhart,story,tt3794414
52624,Matt Harbert,story,tt3295164
52625,Andy Nguyen,story,tt3810758
52626,Benito Pérez Galdós,novel,tt0008870
52627,Teymur Daimi,script writer,tt3604612
52628,Bud Fisher,comic strip Mutt and Jeff,tt0009463
52629,Bob Chinn,creator,tt0128703
52630,Alan Colberg,story,tt0128703
52631,Alan Colberg,screenplay,tt0128703
52632,Chris Warfield,screenplay,tt0128703
52633,Vito LaBruno,story,tt1613817
52634,Robert N. Lee,screen play,tt0025129
52635,George Dyer,based on a story by,tt0025129
52636,Robert N. Lee,adaptation,tt0025129
52637,Eugene Solow,adaptation,tt0025129
52638,Daniel Reed,dialogue director,tt0025129
52639,George Bricker,screenplay,tt0042234
52640,Arthur E. Orloff,screenplay,tt0042234
52641,Arthur E. Orloff,story,tt0042234
52642,Edward J. Montagne,scenario,tt0143138
52643,Frances Harmer,story,tt0012528
52644,George Edwardes-Hall,scenario,tt0324558
52645,Evan Colten,story,tt4963716
52646,Max Cunningham,story,tt4963716
52647,Evan Colten,screenplay,tt4963716
52648,Max Cunningham,screenplay,tt4963716
52649,John A. Waldron,titles,tt0213814
52650,David C. Lynch,story,tt3120544
52651,Taku Ashibe,based on the novel by,tt4054674
52652,Jun'ya Ikegami,teleplay,tt4054674
52653,Dan Lundberg,story,tt0052121
52654,Elizabeth Wilson,screenplay,tt0052121
52655,Elizabeth Wilson,story,tt0052121
52656,Richard Connell,"story ""The Most Dangerous Game""",tt0038549
52657,Sri Ram,story,tt1577119
52658,Selma Lagerlöf,novel,tt0008710
52659,Rudolf Zehetgruber,screenplay,tt0072361
52660,Edward Ludwig,story,tt0015484
52661,Neil Simon,play,tt0107443
52662,Neil Simon,screenplay,tt0107443
52663,Carl Foreman,screenplay,tt0043153
52664,Edmund H. North,screenplay,tt0043153
52665,Dorothy Baker,novel,tt0043153
52666,Stuart St. Paul,screenplay,tt0195375
52667,Edith M. Kennedy,scenario,tt0012180
52668,Paul Kester,play,tt0012180
52669,Louis Ducreux,dialogue,tt0184483
52670,Danièle Thompson,scenario and adaptation,tt2295750
52671,Christopher Thompson,scenario and adaptation,tt2295750
52672,Danièle Thompson,dialogue,tt2295750
52673,Ivan Kovac,story,tt3238158
52674,Kenneth J. Saunders,"story ""The Devil's Playground""",tt0022047
52675,Phoebe Ephron,screenplay,tt0047969
52676,Henry Ephron,screenplay,tt0047969
52677,Jean Webster,novel,tt0047969
52678,David Keslick,story,tt1742130
52679,Andrew Olson,story,tt1742130
52680,Todd J. Greenwald,based on the series created by,tt2448374
52681,Harvey Gates,story,tt0004090
52682,Sam Shepard,screenplay,tt0377800
52683,Sam Shepard,story,tt0377800
52684,Wim Wenders,story,tt0377800
52685,A.I. Bezzerides,screen play,tt0043879
52686,A.I. Bezzerides,based on an adaptation of the novel,tt0043879
52687,Nicholas Ray,based on an adaptation of the novel,tt0043879
52688,Gerald Butler,novel,tt0043879
52689,Ellie Pole,story,tt4978268
52690,Sogil Yan,novel,tt0108405
52691,Georges Franju,script and commentary,tt0049853
52692,Jean Vilar,commentary,tt0049853
52693,Tyler Perry,play,tt0422093
52694,Robert W. Chambers,"story ""Pickets""",tt0047587
52695,Denis Sanders,screenplay,tt0047587
52696,Eva Wolas,screenplay,tt0076905
52697,Neko Hsu,screenplay & original story,tt1329101
52698,Ben Emeh,screenplay,tt1305764
52699,Emeka Rodstick,screenplay,tt1305764
52700,Chibuez Ucheama,story,tt1305764
52701,Karen Cornejo,story,tt2094131
52702,Stephen Krstulich,screenplay,tt2094131
52703,Stephen Krstulich,story,tt2094131
52704,Loop Rawlins,story,tt2094131
52705,Michael A. Tushaus,story,tt2094131
52706,Connery Chappell,script,tt1733179
52707,J.K. McDonald,story,tt0015821
52708,Franklin Coen,novel,tt0112825
52709,Brian Taggert,teleplay,tt0112825
52710,Henri Gruel,screenplay,tt1756629
52711,Eugène Ionesco,text,tt1756629
52712,Jan Lenica,screenplay,tt1756629
52713,Semeli Economou,adaptation,tt2933926
52714,Kristel Mudry,scenario & dialogue,tt1725020
52715,Sébastien Vitoux,scenario & dialogue,tt1725020
52716,Vingie E. Roe,"story ""Vale of Paradise""",tt0013441
52717,Gardner Hunting,scenario,tt0007302
52718,Frederic Kulz,story,tt0007302
52719,Albert Guyot,screenplay,tt0190569
52720,Bartlett Cormack,screen play,tt0023582
52721,Samuel Ornitz,screen play,tt0023582
52722,Stacey Upton,screenplay,tt0116916
52723,Bruce A. Young,screenplay,tt0116916
52724,Søren Frellesen,screenplay,tt0393479
52725,Lars Mering,screenplay,tt0393479
52726,Anne-Marie Olesen,screenplay,tt0393479
52727,Laurence Payne,novel,tt0057103
52728,Ruth Bryan Owen,story,tt4578178
52729,Kristijan Kauric,screenplay,tt1795544
52730,O.A.C. Lund,story,tt0286659
52731,H.M. Walker,titles,tt0009170
52732,Laura Allen,screenplay,tt3778584
52733,Jaroslav Kratochvíl,story,tt4137002
52734,Michael Haigney,english adaptation,tt0304564
52735,Takeshi Shudo,screenplay,tt0304564
52736,J. Benton Cheney,screenplay,tt0039063
52737,John P. McCarthy,story,tt0039063
52738,Christophe Barratier,adaptation,tt0948535
52739,Julien Rappeneau,adaptation,tt0948535
52740,Christophe Barratier,dialogue,tt0948535
52741,Julien Rappeneau,dialogue,tt0948535
52742,Pierre Philippe,dialogue,tt0948535
52743,Frank Thomas,original idea,tt0948535
52744,Reinhardt Wagner,original idea,tt0948535
52745,Jean-Michel Derenne,original idea,tt0948535
52746,Giuseppe Marotta,story,tt0040559
52747,Eduardo Marotta,story,tt0040559
52748,Karin Kaci,adaptation,tt0461712
52749,Daniel Nemroff,created by,tt3807894
52750,André Lichtenberger,novel,tt0024441
52751,Howe Gelb,lyrics,tt1932613
52752,Heck Allen,story,tt0039535
52753,A.M. Kennedy,story,tt0009017
52754,Edgar Selwyn,story,tt0009017
52755,Philip Yordan,screenplay,tt0055047
52756,Suzean Matarazzo,screenplay,tt2113680
52757,Marjon Hoffman,book,tt3845822
52758,Lotte Tabbers,scenario,tt3845822
52759,Robin Chapman,adaptation,tt0400490
52760,Elizabeth Taylor,story,tt0400490
52761,Tatjana Turanskyj,screenplay,tt3481826
52762,Joel Kane,story,tt0051087
52763,Barney Slater,story,tt0051087
52764,Agatha Christie,novel,tt0090669
52765,Jill Hyem,screenplay,tt0090669
52766,Donari Braxton,story,tt2578588
52767,Zack Akers,story,tt1474373
52768,Kyle Audiss,story,tt5306204
52769,Chhatrapal Ninawe,screenplay,tt4399890
52770,Ate de Jong,screenplay,tt0085273
52771,Rob Houwer,screenplay,tt0085273
52772,Jan Wolkers,novel,tt0085273
52773,Edmond Deland,story,tt0030038
52774,Dennis Yares,story,tt3255042
52775,Laurent Bompard,idea,tt0474785
52776,Eduardo Alfredo Bossié,idea,tt0474785
52777,Michael Frost,story,tt1541116
52778,Walter Reuben,story,tt1541116
52779,Earle Snell,story,tt0044179
52780,Ira Levin,novel,tt0081423
52781,Magdi Farid,story,tt0304307
52782,Ahmed Kamel Morsi,scenario,tt0304307
52783,Hitoshi Matsuyama,screenplay,tt0225156
52784,William Watson,story,tt0327869
52785,Simon Moore,teleplay,tt0210294
52786,Lucas Friedmann,script editor,tt1937307
52787,Sadie Kaye,original idea,tt1937307
52788,Edgar Allan Poe,story,tt0450851
52789,J.B. Williams,screenplay,tt0450851
52790,Frank Moore,story,tt0117586
52791,Michael Angeli,teleplay,tt0117586
52792,Zac Cocciolo,story,tt2218414
52793,Johnathan Savant,story,tt1597109
52794,Tyler Watts,story,tt4123716
52795,Sarah Danger Underhill,idea,tt5589126
52796,Ginetto Di Masolo,story,tt0391943
52797,Barney Scott,screenplay,tt0391943
52798,Thomas Moldestad,screenplay,tt1188990
52799,Thomas Moldestad,story,tt1188990
52800,Martin Sundland,story,tt1188990
52801,Roar Uthaug,story,tt1188990
52802,Axel Hellstenius,contributing writer,tt1188990
52803,Marius Vibe,contributing writer,tt1188990
52804,Molly Manning Walker,story,tt4362680
52805,Claude Gével,based on the play by,tt0058369
52806,Georges Darrier,adaptation,tt0058369
52807,Pascal Jardin,adaptation,tt0058369
52808,Pascal Jardin,dialogue,tt0058369
52809,Arthur Webb,story,tt0129438
52810,H. Kaye Dyal,story,tt0129438
52811,H. Kaye Dyal,screenplay,tt0129438
52812,Iris Friedman,story,tt0087827
52813,Iris Friedman,teleplay,tt0087827
52814,Yvette Mimieux,story,tt0087827
52815,Petru Popescu,story,tt0087827
52816,Petru Popescu,teleplay,tt0087827
52817,Alun Owen,original screenplay,tt0058182
52818,Dhani Lipsius,story,tt0095271
52819,Larry Rattner,story,tt0095271
52820,Benjamin Ruffner,story,tt0095271
52821,Alan B. McElroy,story,tt0095271
52822,Alan B. McElroy,screenplay,tt0095271
52823,Earle Snell,screenplay,tt0033784
52824,Earle Snell,story,tt0033784
52825,Gene Stratton-Porter,novel,tt0099662
52826,Pamela Douglas,teleplay,tt0099662
52827,Tai Emeka Obasi,screenplay,tt1778890
52828,Peter Obiefuna,story,tt1778890
52829,Kang-yun Kim,screenplay,tt0372619
52830,Tina Gordon Chism,screenplay,tt0365545
52831,Lisa Loomer,screenplay,tt0365545
52832,Gina Prince-Bythewood,screenplay,tt0365545
52833,Trisha R. Thomas,novel,tt0365545
52834,Jean Lec,story,tt0154847
52835,Marcel Rivet,screenplay,tt0154847
52836,Camilo Moncada,story,tt3703600
52837,Janine Grégoire,screenplay,tt0040348
52838,Jean-Devaivre,adaptation,tt0040348
52839,René Méjean,dialogue,tt0040348
52840,René Méjean,screenplay,tt0040348
52841,Rick Dumont,screenplay,tt1521710
52842,Sidney Smith,comic strip The Gumps,tt0402844
52843,Samson Raphaelson,screenplay,tt0026594
52844,Ilya Zorn,story,tt0026594
52845,Robert Ellis,adaptation,tt0026594
52846,Helen Logan,adaptation,tt0026594
52847,Frederick Irving Anderson,stories,tt0029592
52848,Doris Anderson,screenplay,tt0029592
52849,Brian Marlow,screenplay,tt0029592
52850,Robert Wyler,screenplay,tt0029592
52851,Oonagh Cousins,story,tt3384264
52852,Sabrina Johnson,research,tt4150388
52853,Karen Erbach,story,tt0201351
52854,Alan Moore,comic books,tt0311429
52855,Kevin O'Neill,comic books,tt0311429
52856,James Robinson,screenplay,tt0311429
52857,Danny Amaro,short story,tt0801828
52858,Hal Yates,original screenplay,tt0023239
52859,Neil Simon,play,tt0067787
52860,Leslie Arliss,story,tt0028496
52861,Sidney Gilliat,story,tt0028496
52862,Will Hay,screenplay,tt0028496
52863,Robert Edmunds,screenplay,tt0028496
52864,William Beaudine,screenplay,tt0028496
52865,Eiichiro Oda,comic,tt1206326
52866,Hirohiko Uesaka,script,tt1206326
52867,Erle Stanley Gardner,story,tt0027428
52868,F. Hugh Herbert,screen play,tt0027428
52869,Yûichi Fukuda,based on his play,tt1418709
52870,Humilde 'Meek' Roxas,story,tt2042458
52871,Károly Nóti,idea,tt0451752
52872,Philip Roth,novel,tt0064381
52873,Nathanael West,screenplay,tt0032700
52874,Helen Phillips,special dialogue: Bob Crosby,tt0032700
52875,Bernard Dougall,special dialogue: Bob Crosby,tt0032700
52876,Joe Hemphill,story,tt5970720
52877,Alexander Mattingly,story,tt5970720
52878,Rachel Crothers,story,tt0353746
52879,Calder Johnstone,scenario,tt0353746
52880,Paul Vincent Carroll,play,tt4681192
52881,Marvin H. Albert,novel,tt0063210
52882,Marvin H. Albert,screenplay,tt0063210
52883,Jack Guss,screenplay,tt0063210
52884,Kevin Clark,story,tt1408290
52885,Stephen Koch,story,tt1408290
52886,Zachariah McCannon,story,tt1408290
52887,Charles R. Marion,screen play,tt0042266
52888,Charles R. Marion,story,tt0042266
52889,Bert Lawrence,additional dialogue,tt0042266
52890,Joseph Ndugwa,story,tt2520670
52891,Radley Metzger,screenplay,tt0087944
52892,Pierre Serbie,story,tt0087944
52893,C. Graham Baker,scenario,tt0007023
52894,Yun Chih Tu,screenplay,tt0063183
52895,G.W. Schulz,story,tt5116242
52896,Richmond Wesley Ruiz Tan,screenplay,tt1988836
52897,Ias Tatad,screenplay,tt1988836
52898,Rudolph Berliner,story,tt0011247
52899,Giuseppe Belli,screenplay,tt0063323
52900,Giuseppe Belli,story,tt0063323
52901,Massimo Dallamano,screenplay,tt0063323
52902,Peter Kintzel,dialogue,tt0063323
52903,Audrey Nohra,dialogue,tt0063323
52904,Vittoriano Petrilli,dialogue,tt0063323
52905,Vittoriano Petrilli,screenplay,tt0063323
52906,Bruce Wodder,story,tt3372930
52907,Daisy Eloise Smith,scenario,tt0425938
52908,Jean-François Davy,screenplay,tt0070559
52909,Daniel Geldreich,story and screenplay,tt0070559
52910,Alain Deslongchamps,story,tt1627898
52911,Cristiana Nicolae,scenario consultant,tt1627898
52912,Greg Perano,story,tt3116064
52913,Pia Cook,story,tt2287685
52914,Alan M. Dershowitz,book,tt0100486
52915,Nicholas Kazan,screenplay,tt0100486
52916,Gerald Green,screenplay,tt0052990
52917,Richard Murphy,adaptation,tt0052990
52918,Gerald Green,novel,tt0052990
52919,Armando Garces,story,tt0411124
52920,Wes Craven,story,tt0093629
52921,Bruce Wagner,story,tt0093629
52922,Wes Craven,screenplay,tt0093629
52923,Bruce Wagner,screenplay,tt0093629
52924,Frank Darabont,screenplay,tt0093629
52925,Chuck Russell,screenplay,tt0093629
52926,Wes Craven,characters,tt0093629
52927,Michael O'Connor,story,tt0060837
52928,Brian Brough,story,tt3034594
52929,Paul Parkinson,story,tt3034594
52930,P.C. Jersild,novel,tt3399776
52931,Blu de Golyer,story,tt1633257
52932,Djamel Bensalah,screenplay and dialogue,tt0182006
52933,Gilles Laurent,collaborator for adaptation,tt0182006
52934,Shin'ichi Sekizawa,screenplay,tt0059212
52935,Jonathan Swift,novel,tt0059212
52936,Jorge Furtado,screenplay,tt2701150
52937,Miguel da Costa Franco,screenplay,tt2701150
52938,Ana Luiza Azevedo,screenplay,tt2701150
52939,Sophia Yu,creator,tt5101282
52940,Allen Rivkin,written for the screen by,tt0231968
52941,Lucille Schlossberg,from a story by,tt0231968
52942,Edith Asuncion,screenplay,tt1450113
52943,Harry Engholm,scenario,tt0002820
52944,Mrs. Henry Wood,novel,tt0002820
52945,Paul Andréota,screenplay,tt0069014
52946,José Antonio García Blázquez,dialogue,tt0069014
52947,José Antonio García Blázquez,screenplay,tt0069014
52948,José Antonio García Blázquez,"story ""Non ho trovato rose per mia madre""",tt0069014
52949,Enrique Josa,screenplay,tt0069014
52950,Francisco Rovira Beleta,screenplay,tt0069014
52951,Andrés Velasco,screenplay,tt0069014
52952,George Kelly,play,tt0021137
52953,Herman J. Mankiewicz,adaptation,tt0021137
52954,Marion Dix,scenario,tt0021137
52955,Serge Groussard,novel,tt0047982
52956,François Boyer,dialogue,tt0047982
52957,Eric Bent,story,tt2386369
52958,Maude P. Kelso,adaptation,tt0016504
52959,Josef Mach,screenplay,tt0256818
52960,Jan Procházka,screenplay,tt0256818
52961,Jan Procházka,story,tt0256818
52962,Lewis Meltzer,screen play,tt0033947
52963,Jo Swerling,story,tt0033947
52964,David Nickoll,staff writer,tt0408987
52965,Mitch Layne,contributing writer,tt3751682
52966,Ali Ahmed Baktheir,story,tt0370051
52967,Robert Andrews,screenplay,tt0370051
52968,Youssef El Sebai,dialogue,tt0370051
52969,Enrico Bomba,screenplay,tt0370051
52970,Samuel Greiner,scenario,tt0329496
52971,Marge,comic strip,tt0150258
52972,Carl Meyer,story,tt0150258
52973,Joe Stultz,story,tt0150258
52974,Gérard Carlier,screenplay,tt0200219
52975,Roger Fernay,dialogue,tt0200219
52976,Edward Marshall,book,tt0330919
52977,Aaron Agrasanchez,screenplay,tt4041030
52978,Alex Agrasanchez,story,tt4041030
52979,Basil Lewis,story,tt4041030
52980,Joey de Santino,story,tt4041030
52981,Jirô Akagawa,novel,tt0134975
52982,Jason Frerking,screenplay,tt3883378
52983,Jason Medeiros,song,tt3883378
52984,Henri Diamant-Berger,adaptation,tt0024700
52985,Alexandre Dumas père,novel,tt0024700
52986,Auguste Maquet,play,tt0024700
52987,Martin Williams,story,tt1652370
52988,David Devine,story,tt0175701
52989,Can Eskinazi,screenplay,tt1334467
52990,Everett Mason,screenplay,tt1334467
52991,Fatih Özgüven,short story,tt1334467
52992,Christopher Durang,play,tt0250739
52993,Christopher Durang,screenplay,tt0250739
52994,Maria Magriel,script,tt4354276
52995,Joanna Rybus,script,tt4354276
52996,Norman S. Hall,original story,tt0027382
52997,Joseph O'Donnell,continuity,tt0027382
52998,Tom McNamara,titles,tt0014363
52999,Hal Roach,story,tt0014363
53000,H.M. Walker,titles,tt0014363
53001,Lilou Fogli,scenario,tt4466936
53002,Clovis Cornillac,scenario,tt4466936
53003,Tristan Schulmann,scenario,tt4466936
53004,Mathieu Oullion,collaboration,tt4466936
53005,Lilou Fogli,original idea,tt4466936
53006,Yelena Baykova,story,tt3132968
53007,Clamp,comic,tt0466405
53008,John Burgmeier,head writer,tt0466405
53009,Steven J. Simmons,translation,tt0466405
53010,Bonny Clinkenbeard,script: english version,tt0466405
53011,Marc Cholodenko,screenplay,tt2511670
53012,Caroline Deruas-Garrel,screenplay,tt2511670
53013,Philippe Garrel,screenplay,tt2511670
53014,Arlette Langmann,screenplay,tt2511670
53015,Muriel Box,screenplay,tt0052323
53016,Sydney Box,screenplay,tt0052323
53017,Arthur J. Beckhard,story & screenplay,tt0054930
53018,Cedric Worth,story & screenplay,tt0054930
53019,Simón Wilches,story,tt3951022
53020,C.G. Ryche,story,tt3775552
53021,Ákos Zámborszki,story,tt5111604
53022,Per Fly,screenplay,tt1239290
53023,Dorthe Warnø Høgh,screenplay,tt1239290
53024,Luigi Angelo,story,tt0056605
53025,Sandro Continenza,dialogue,tt0056605
53026,Dino De Palma,dialogue,tt0056605
53027,Luciano Ferri,story,tt0056605
53028,Agenore Incrocci,story,tt0056605
53029,Furio Scarpelli,story,tt0056605
53030,David Yeend,screenplay,tt1596330
53031,Lawrence Meade,original story,tt0036144
53032,D.S. Leslie,screenplay,tt0036144
53033,Jack Kofoed,additional dialogue,tt0036144
53034,Susan Horowitz,story,tt1473446
53035,W. Somerset Maugham,"based on: ""The Sacred Flame""",tt0026934
53036,Ralph Block,screen play,tt0026934
53037,James Yamanoha,story,tt1935845
53038,Lionel Chetwynd,screenplay,tt0082339
53039,Lionel Chetwynd,story,tt0082339
53040,Stanley Rubin,story,tt0082339
53041,Lars Fuchs,story,tt2980124
53042,Beom-soo Park,screenplay,tt1233458
53043,Hyeon-jin Park,screenplay,tt1233458
53044,Hyeon-chan Yang,screenplay,tt1233458
53045,Phil Lollar,radio series,tt1275501
53046,Steve Harris,radio series,tt1275501
53047,James Oliver Curwood,"story ""Fatal Note""",tt0028098
53048,Joseph O'Donnell,screenplay,tt0028098
53049,W.A. Tremayne,story,tt0003235
53050,Jacques Sigurd,screenplay and dialogue,tt0040917
53051,James L. Shute,narrative,tt3030798
53052,Danilo Jurado,screenplay,tt5945888
53053,Wallace Clifton,scenario,tt1240415
53054,Yoshito Usui,manga,tt1623674
53055,Pyung-Soo Kim,creator,tt2017718
53056,Cash Markman,concept,tt1525428
53057,Betty Burbridge,original screenplay,tt0038724
53058,Eduard Künneke,"libretto operetta ""Der Vetter aus Dingsda""",tt0247018
53059,O. Henry,story,tt0001406
53060,John Peter Toohey,scenario,tt0001406
53061,Mami Sugino,screenplay,tt0086515
53062,Osamu Tezuka,comic,tt0086515
53063,Ed Sullivan,story,tt0032739
53064,Charles Grayson,screenplay,tt0032739
53065,Edmund L. Hartmann,screenplay,tt0032739
53066,Lucia Chamberlain,novel,tt0007149
53067,Tina Walker,screenplay,tt1691139
53068,Matthew Flowers,story,tt4319356
53069,Anthony Williams,story,tt4319356
53070,K.G. Vijayakumar,story,tt6005838
53071,Christine Rapsys,story,tt4469128
53072,Ryan Rapsys,story,tt4469128
53073,Howard J. Green,story,tt0019144
53074,John W. Krafft,titles,tt0019144
53075,Pyotr Pavlenko,novel,tt0129156
53076,Tchidi Chikere,screenplay,tt3173070
53077,Tchidi Chikere,story,tt3173070
53078,Lois Weber,scenario,tt0249221
53079,J.B. Priestley,novel,tt0814241
53080,William MacLeod Raine,story,tt0343097
53081,Henrietta Ashworth,adaptation,tt7241926
53082,Jessica Ashworth,adaptation,tt7241926
53083,Fiona Shaw,novel,tt7241926
53084,Alexandra Cuerdo,story,tt1859472
53085,Christopher Gray,story,tt1859472
53086,Connor Devore,story,tt5134868
53087,Louis Chaudet,scenario,tt0332829
53088,Virginia Kirtley,story,tt0332829
53089,Robert Cullen,story,tt3783482
53090,Norman Lee,story,tt3783482
53091,Leonard Glasser,story,tt0098042
53092,Leonard Glasser,screenplay,tt0098042
53093,George Malko,screenplay,tt0098042
53094,Rocky Schenck,storyline,tt4939180
53095,Jason Kraynek,story,tt3042076
53096,Ernst Gläser,novel,tt0255921
53097,Gary Scott Thompson,characters,tt0322259
53098,Michael Brandt,story,tt0322259
53099,Derek Haas,story,tt0322259
53100,Gary Scott Thompson,story,tt0322259
53101,Michael Brandt,screenplay,tt0322259
53102,Derek Haas,screenplay,tt0322259
53103,Mayumi Nakatani,novel,tt1343043
53104,Chihiro Itô,screenplay,tt1343043
53105,Susanna Lo,novel,tt1742322
53106,Susanna Lo,screenplay,tt1742322
53107,Mia DiPasquale,screenplay,tt1440358
53108,Ryan Reeb,story,tt1440358
53109,Adam J. Wood,screenplay,tt1440358
53110,Nick George,story,tt0045269
53111,Bill Berg,story,tt0045269
53112,Franc. Reyes,screenplay,tt0458329
53113,Patrick Johnson,screenplay,tt1572506
53114,Brian Nissen,screenplay,tt6687748
53115,Brian Nissen,story by,tt6687748
53116,Richard Rich,story by,tt6687748
53117,P.G. Wodehouse,story,tt0496145
53118,Marguerite Pigott,story editor,tt0907680
53119,Matt Hester,head writer,tt5667190
