Age in years,Gender,Race,Home location,Cockroach,Sushi,Rocky Mountain oyster,Spam,Cow urine,Jalapeño,Alligator meat,Paper,Hawaiian pizza,Pig's trotters,Durian,Monkey brains,Frog legs,Caviar,Fugu,Balut,Lutefisk,Century egg,Salo,Locusts
23,Male,White,Europe,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
31,Male,White,North America/Central America,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19,Female,,North America/Central America,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
26,Male,White,Europe,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False
25,Female,Asian,Asia,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,False,False
31,Female,Asian,Europe,False,True,False,False,False,True,False,False,True,True,False,False,True,True,False,False,False,True,False,False
31,Female,White,Europe,False,True,False,False,False,,False,True,True,True,False,False,True,True,False,False,False,False,False,True
24,Female,White,Europe,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
28,Female,White,Europe,,True,False,False,False,True,False,,True,False,False,False,False,True,False,False,,False,False,True
28,,Two or More Races,North America/Central America,False,True,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False
26,Female,White,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
31,Female,Two or More Races,North America/Central America,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
34,Female,White,North America/Central America,False,True,False,True,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False
26,Male,,,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False
48,Male,White,Europe,False,True,True,False,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False
15,Male,White,North America/Central America,False,True,False,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False
